GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,Gene.name
ENSG00000215021,12,7074515,7079988,8,3,317465,-0.12135,0.54829,PHB2
ENSG00000240100,12,117346117,117346432,5,3,268077,-0.12143,0.54832,RP11-240G22.1
ENSG00000183662,3,68053359,68594776,25,10,273623,-0.12144,0.54833,FAM19A1
ENSG00000207804,8,100548864,100548958,2,1,356711,-0.12145,0.54833,MIR599
ENSG00000216069,8,100549014,100549089,2,1,356711,-0.12145,0.54833,MIR875
ENSG00000240977,2,140740253,140740553,16,5,319178,-0.12148,0.54835,RN7SL283P
ENSG00000206557,3,32859510,32939318,54,20,301690,-0.12152,0.54836,TRIM71
ENSG00000129197,17,5322961,5336196,22,3,340916,-0.12155,0.54837,RPAIN
ENSG00000215381,1,23571258,23571717,2,1,357000,-0.12159,0.54839,RP5-1057J7.1
ENSG00000235200,1,67988030,67998295,67,15,316932,-0.12164,0.54841,RP4-763G1.2
ENSG00000014257,3,132036211,132087142,210,36,340641,-0.12174,0.54845,ACPP
ENSG00000214891,11,49075266,49080664,170,25,319185,-0.12175,0.54845,TRIM64C
ENSG00000250634,4,13656803,13978699,165,27,318164,-0.12181,0.54848,RP11-341G5.1
ENSG00000171671,11,70708895,70711220,79,17,335283,-0.12189,0.54851,SHANK2-AS3
ENSG00000228173,7,48700171,48702901,109,22,331077,-0.12203,0.54856,AC091770.3
ENSG00000251463,4,119114560,119115906,13,5,302401,-0.1221,0.54859,FKBP4P1
ENSG00000259152,15,27667527,27673484,5,3,226762,-0.12217,0.54862,RP11-100M12.2
ENSG00000233272,7,121482422,121485185,19,5,337912,-0.12221,0.54863,PNPT1P2
ENSG00000199043,7,130135952,130136045,3,1,356254,-0.12226,0.54865,MIR335
ENSG00000263557,7,129625487,129625587,2,1,318779,-0.12225,0.54865,AC073320.1
ENSG00000101336,20,30639991,30689659,90,21,313208,-0.1223,0.54867,HCK
ENSG00000231829,10,96901682,96928182,92,30,322820,-0.12231,0.54867,RP11-310E22.5
ENSG00000111667,12,6961292,6975793,34,14,329650,-0.12242,0.54872,USP5
ENSG00000228196,1,178715818,178716889,71,14,327380,-0.12244,0.54872,PTPN2P1
ENSG00000006210,16,57406370,57418960,56,17,326323,-0.12247,0.54874,CX3CL1
ENSG00000103351,16,3550924,3589048,99,29,324023,-0.12257,0.54878,CLUAP1
ENSG00000264314,17,40646791,40646848,3,2,332265,-0.12277,0.54885,MIR548AT
ENSG00000179163,1,24171567,24194784,194,46,334907,-0.12278,0.54886,FUCA1
ENSG00000280118,15,25093504,25097400,17,4,349440,-0.12278,0.54886,NA
ENSG00000157322,16,69984608,69998250,62,10,336499,-0.12282,0.54887,CLEC18A
ENSG00000185823,15,24921015,24928540,30,7,335986,-0.1228,0.54887,NPAP1
ENSG00000141401,18,11981036,12030882,197,45,323115,-0.12283,0.54888,IMPA2
ENSG00000162931,1,228595641,228604458,9,3,282592,-0.1229,0.54891,TRIM17
ENSG00000206503,6,29909037,29913661,504,26,331699,-0.12303,0.54896,HLA-A
ENSG00000129028,15,71173681,71185124,50,16,325237,-0.1231,0.54898,THAP10
ENSG00000271862,5,82345195,82346783,10,2,356604,-0.12309,0.54898,RP11-343L5.2
ENSG00000178026,22,24981588,24989030,65,12,302914,-0.12313,0.549,FAM211B
ENSG00000237183,17,39436856,39437062,1,1,356026,-0.12314,0.549,KRTAP9-10P
ENSG00000267032,18,13151636,13152688,6,3,355344,-0.1232,0.54903,RP11-807E13.2
ENSG00000129194,17,7491496,7493488,2,1,356911,-0.12326,0.54905,SOX15
ENSG00000134612,11,89372395,89431886,451,58,332910,-0.12329,0.54906,FOLH1B
ENSG00000207548,2,56210102,56210211,11,3,329765,-0.12328,0.54906,MIR217
ENSG00000139718,12,122242086,122270490,144,25,331063,-0.12331,0.54907,SETD1B
ENSG00000282033,2,110516376,110517941,103,25,323475,-0.12333,0.54908,NA
ENSG00000171488,1,90098631,90185092,54,5,336867,-0.12344,0.54912,LRRC8C
ENSG00000253490,8,29605825,29656008,17,5,327449,-0.12345,0.54913,AC145110.1
ENSG00000214761,9,128357948,128358907,15,7,289154,-0.12355,0.54916,HNRNPA1P15
ENSG00000179632,8,145159402,145162514,7,1,346921,-0.12357,0.54917,MAF1
ENSG00000104723,8,15397732,15624158,54,18,290596,-0.12361,0.54919,TUSC3
ENSG00000250116,2,46795395,46807377,47,11,288272,-0.12371,0.54923,RP11-417F21.1
ENSG00000250316,8,19095247,19099422,16,6,297483,-0.12384,0.54928,RP11-618M23.1
ENSG00000221628,2,208133999,208134148,9,2,316705,-0.12392,0.54931,MIR1302-4
ENSG00000225376,9,104230721,104243784,14,7,308431,-0.12392,0.54931,RP11-490D19.6
ENSG00000063660,2,241375088,241407495,655,97,327353,-0.12394,0.54932,GPC1
ENSG00000115084,2,114470369,114514400,78,21,333392,-0.12408,0.54938,SLC35F5
ENSG00000236711,13,37423503,37424183,11,3,173631,-0.1241,0.54938,SMAD9-AS1
ENSG00000172466,18,32912176,32924420,65,16,331249,-0.12412,0.54939,ZNF24
ENSG00000260690,16,25465660,25465968,52,17,333318,-0.12421,0.54943,CYCSP39
ENSG00000255350,11,103275037,103276562,23,4,330916,-0.12426,0.54944,RP11-37O16.3
ENSG00000279775,17,38753365,38754837,6,2,344433,-0.12426,0.54944,NA
ENSG00000277435,15,23181938,23182642,3,2,286429,-0.12426,0.54945,NA
ENSG00000085231,5,68646811,68665840,27,8,348987,-0.1243,0.54946,TAF9
ENSG00000253326,1,243218163,243219696,2,1,62667,-0.12429,0.54946,RP11-261C10.7
ENSG00000264388,18,69255773,69256120,29,10,315458,-0.12439,0.54949,RP11-752P2.1
ENSG00000199322,5,55073297,55073415,9,4,277043,-0.12443,0.54951,RNA5SP183
ENSG00000251816,4,19183437,19183479,13,6,343785,-0.12447,0.54953,RNA5SP157
ENSG00000235957,13,49761615,49761806,5,2,356730,-0.12452,0.54955,COX7CP1
ENSG00000152804,10,94449708,94455403,10,3,355077,-0.12456,0.54956,HHEX
ENSG00000261240,16,2162336,2163343,12,4,241946,-0.12454,0.54956,RP11-304L19.4
ENSG00000251199,4,135176328,135248628,66,21,332365,-0.12466,0.5496,RP11-400D2.2
ENSG00000259560,15,87975289,88247083,135,50,323825,-0.12464,0.5496,RP11-648K4.2
ENSG00000267518,17,74341842,74342162,1,1,67260,-0.12465,0.5496,RP11-794C22.2
ENSG00000232418,7,53854860,53854991,38,16,322032,-0.12473,0.54963,RP11-678B3.1
ENSG00000207197,15,25322198,25322289,4,2,338823,-0.12474,0.54964,SNORD116-12
ENSG00000103496,16,31044416,31051489,37,12,301502,-0.12478,0.54965,STX4
ENSG00000263386,4,585359,585697,69,13,279082,-0.12479,0.54965,RN7SL358P
ENSG00000179583,16,10971055,11026138,107,44,293321,-0.12479,0.54966,CIITA
ENSG00000265106,22,42948194,42948279,1,1,349415,-0.1249,0.5497,Z93241.1
ENSG00000147432,8,42552562,42592550,213,19,324199,-0.12493,0.54971,CHRNB3
ENSG00000207067,8,99054314,99054445,9,3,291528,-0.12496,0.54972,SNORA72
ENSG00000212900,17,39155445,39156146,31,4,339150,-0.12499,0.54973,KRTAP3-2
ENSG00000233485,1,15653176,15670372,11,5,233770,-0.12498,0.54973,RP3-467K16.2
ENSG00000255261,11,71331066,71332078,239,52,316815,-0.12499,0.54973,OR7E4P
ENSG00000207227,22,38287354,38287455,2,1,355026,-0.12502,0.54975,RNU6-900P
ENSG00000112539,6,165693165,165723096,86,25,345370,-0.12507,0.54977,C6orf118
ENSG00000279467,22,24207435,24215464,25,5,337291,-0.1251,0.54978,NA
ENSG00000101194,20,61583999,61600937,124,37,305407,-0.12514,0.54979,SLC17A9
ENSG00000256092,12,123848415,123850660,43,13,339479,-0.12522,0.54983,hsa-mir-8072
ENSG00000108106,19,55911113,55919145,19,8,308984,-0.12524,0.54984,UBE2S
ENSG00000102837,13,53602894,53626192,19,9,293730,-0.12528,0.54985,OLFM4
ENSG00000270316,10,104614029,104661656,15,5,336720,-0.1253,0.54986,C10orf32-ASMT
ENSG00000155099,8,92006024,92053292,67,15,319948,-0.12534,0.54987,TMEM55A
ENSG00000124196,20,42354804,42355638,48,8,316349,-0.12537,0.54989,GTSF1L
ENSG00000225583,7,123572186,123572513,5,3,270624,-0.12549,0.54993,RP4-630C24.1
ENSG00000258452,14,81288868,81289140,14,4,354422,-0.12551,0.54994,RP11-757H14.2
ENSG00000262884,17,2865542,2869189,19,8,286547,-0.1256,0.54998,CTD-3060P21.1
ENSG00000230611,2,192038959,192039561,38,9,305202,-0.12564,0.54999,HMGB1P27
ENSG00000253875,8,27590855,27613943,23,3,353212,-0.12564,0.54999,RP11-16P20.3
ENSG00000226355,9,132200495,132201397,11,3,281909,-0.1257,0.55001,RP11-65J3.2
ENSG00000179219,16,85316564,85319569,115,25,319212,-0.12571,0.55002,LINC00311
ENSG00000214259,16,85849479,85850142,72,27,290954,-0.12572,0.55002,RP11-568J23.1
ENSG00000253318,8,106207218,106209197,37,11,351364,-0.12572,0.55002,TMCC1P1
ENSG00000168619,8,39442097,39587583,12,4,355720,-0.12575,0.55004,ADAM18
ENSG00000246089,8,6261072,6264663,41,7,306405,-0.12577,0.55004,RP11-115C21.2
ENSG00000252343,4,183469812,183469932,11,5,343870,-0.1258,0.55005,RNU2-34P
ENSG00000214335,13,59102749,59105160,31,9,343790,-0.12584,0.55007,CTAGE16P
ENSG00000273247,4,140333081,140375188,59,15,291279,-0.12589,0.55009,RP11-83A24.2
ENSG00000248466,4,36066682,36067348,6,3,296603,-0.12591,0.5501,RP11-640B6.1
ENSG00000263107,17,19485429,19485588,19,6,325922,-0.12596,0.55012,RP11-1113L8.2
ENSG00000171408,6,136172834,136516712,174,44,311293,-0.126,0.55013,PDE7B
ENSG00000170484,12,52959566,52967609,86,24,342428,-0.12604,0.55015,KRT74
ENSG00000104755,8,39601254,39695808,108,27,336319,-0.12607,0.55016,ADAM2
ENSG00000167232,19,23521551,23578362,104,26,286068,-0.12615,0.55019,ZNF91
ENSG00000118762,4,88928820,88998929,57,19,309296,-0.12628,0.55025,PKD2
ENSG00000153165,2,107007746,107084832,1165,145,329693,-0.12649,0.55033,RGPD3
ENSG00000244153,3,98376646,98379414,21,5,289019,-0.12648,0.55033,WWP1P1
ENSG00000227769,2,215869506,215950211,134,36,300481,-0.12656,0.55036,AC072062.3
ENSG00000171451,18,65173819,65184217,22,8,319512,-0.12662,0.55038,DSEL
ENSG00000211593,2,89160080,89160117,20,9,245459,-0.12662,0.55038,IGKJ5
ENSG00000234838,5,65867885,65868374,44,15,349501,-0.12661,0.55038,RP11-5P22.1
ENSG00000113716,5,149379609,149432705,252,43,320448,-0.12681,0.55045,HMGXB3
ENSG00000162385,1,53692564,53704282,6,3,264278,-0.1269,0.55049,MAGOH
ENSG00000204989,11,59259125,59260054,12,2,330523,-0.12691,0.55049,OR4D8P
ENSG00000234943,2,54772505,54773814,30,9,283327,-0.12689,0.55049,AC092839.4
ENSG00000259717,14,103587184,103589344,8,4,335681,-0.1269,0.55049,LINC00677
ENSG00000266530,18,35237098,35237178,5,3,329138,-0.12697,0.55052,MIR4318
ENSG00000168795,9,37438111,37465396,31,8,330198,-0.12705,0.55055,ZBTB5
ENSG00000243531,7,6940055,6940254,128,31,310074,-0.1271,0.55057,RP11-740N7.3
ENSG00000168246,5,171636644,171711075,33,16,325501,-0.12715,0.55059,UBTD2
ENSG00000206902,3,53324658,53324769,40,18,317956,-0.12727,0.55064,Y_RNA
ENSG00000228085,7,50911275,50911429,11,3,323514,-0.12727,0.55064,AC004920.2
ENSG00000185758,4,184242917,184243579,3,2,333278,-0.12735,0.55067,CLDN24
ENSG00000231794,7,134883153,134894589,14,3,294684,-0.12736,0.55067,AC009542.2
ENSG00000221269,9,100125836,100125963,3,2,356029,-0.1274,0.55069,MIR1302-8
ENSG00000087301,14,52897308,53019224,328,35,331253,-0.12756,0.55075,TXNDC16
ENSG00000259691,15,73435577,73435859,4,2,354408,-0.12758,0.55076,FKBP1AP2
ENSG00000268205,19,57815673,57819930,17,4,354064,-0.12758,0.55076,CTC-444N24.11
ENSG00000267702,18,13486461,13490675,227,35,294081,-0.12763,0.55078,RP11-53B2.2
ENSG00000112164,6,39016574,39055519,46,17,321449,-0.12769,0.5508,GLP1R
ENSG00000200731,8,42928617,42928761,11,2,343637,-0.12774,0.55082,RNU1-124P
ENSG00000254258,8,140472305,140475259,93,19,344078,-0.12776,0.55083,RP11-398H6.1
ENSG00000221123,8,143026860,143026986,19,5,336594,-0.1278,0.55085,AC104417.1
ENSG00000182676,17,79791368,79792926,12,2,295364,-0.12784,0.55086,PPP1R27
ENSG00000122674,7,5938365,5966181,261,43,308016,-0.12794,0.5509,CCZ1
ENSG00000196341,11,124179708,124180733,15,4,351558,-0.12793,0.5509,OR8D1
ENSG00000257531,12,50611445,50612126,4,2,213317,-0.12797,0.55091,RP3-405J10.2
ENSG00000212590,7,152306398,152306519,13,4,248131,-0.12805,0.55095,SNORA26
ENSG00000134690,1,38158090,38175391,28,9,298063,-0.12809,0.55096,CDCA8
ENSG00000262609,17,6225733,6226548,13,5,354879,-0.12809,0.55096,BTF3P14
ENSG00000150783,11,112038095,112043282,31,13,249558,-0.12819,0.551,TEX12
ENSG00000240484,15,93262623,93262970,58,13,309694,-0.12818,0.551,RP11-386M24.1
ENSG00000271063,17,57358491,57358704,5,2,281852,-0.12825,0.55102,SNRPGP17
ENSG00000232573,14,99439216,99439638,10,3,326131,-0.12827,0.55103,RPL3P4
ENSG00000168938,5,122358945,122372436,46,16,309406,-0.12839,0.55108,PPIC
ENSG00000145850,5,156346293,156390266,82,21,347647,-0.12846,0.55111,TIMD4
ENSG00000253330,8,48423596,48424703,7,3,352933,-0.12847,0.55111,RP11-697N18.3
ENSG00000254017,9,5113549,5114804,11,3,355053,-0.12848,0.55112,IGHEP2
ENSG00000237596,6,136313074,136546889,323,39,296167,-0.12851,0.55113,RP13-143G15.4
ENSG00000264005,17,7991374,7991465,4,2,353955,-0.12851,0.55113,MIR4314
ENSG00000256955,12,132341965,132349083,7,3,298692,-0.12856,0.55115,RP11-417L19.2
ENSG00000202351,6,13547936,13548245,109,19,334175,-0.12865,0.55118,RN7SKP204
ENSG00000207972,19,10829080,10829179,8,3,347872,-0.12868,0.55119,MIR638
ENSG00000238367,6,98472407,98472497,8,4,346499,-0.1287,0.5512,MIR2113
ENSG00000240458,3,166439246,166439398,57,15,261115,-0.1287,0.5512,RP11-450H5.3
ENSG00000090554,19,49977485,49989488,13,4,298411,-0.12875,0.55122,FLT3LG
ENSG00000200309,12,49526636,49526730,3,1,353351,-0.12875,0.55122,Y_RNA
ENSG00000254236,8,104032415,104033656,8,4,323782,-0.12879,0.55124,KB-1639H6.2
ENSG00000231826,2,43254992,43266686,143,34,319212,-0.12883,0.55125,AC016735.2
ENSG00000256053,14,104029299,104058524,70,9,318808,-0.12881,0.55125,APOPT1
ENSG00000232375,3,43078613,43078943,11,3,262581,-0.12893,0.55129,RP11-136C24.1
ENSG00000252083,5,23972297,23972403,10,4,289406,-0.12901,0.55132,SNORA40
ENSG00000260066,5,1725264,1728287,35,12,297394,-0.12904,0.55134,CTD-2587M23.1
ENSG00000271503,17,34198495,34207797,11,5,310972,-0.12905,0.55134,CCL5
ENSG00000143839,1,204123947,204159452,93,29,333701,-0.12914,0.55137,REN
ENSG00000158406,6,26281283,26285762,19,6,310591,-0.12918,0.55139,HIST1H4H
ENSG00000013016,2,31457203,31492313,102,31,316178,-0.12919,0.5514,EHD3
ENSG00000180777,18,14748239,14852479,297,26,290779,-0.12922,0.55141,ANKRD30B
ENSG00000242709,8,19970854,19971183,258,35,326032,-0.12923,0.55141,RPL30P9
ENSG00000249215,5,138873841,138875701,2,1,348769,-0.12935,0.55146,AC138517.4
ENSG00000181359,4,171502621,171526601,17,3,355852,-0.1294,0.55148,HSP90AA6P
ENSG00000249021,5,115027159,115027864,8,3,318139,-0.1295,0.55152,CTC-505O3.3
ENSG00000270285,3,48080757,48080980,32,5,325874,-0.12949,0.55152,RP11-1029M24.4
ENSG00000211951,14,106757650,106758116,21,4,328879,-0.12957,0.55155,IGHV2-26
ENSG00000236078,7,47661537,47669491,31,11,325505,-0.12965,0.55158,AC095067.1
ENSG00000259781,15,71457109,71457754,5,2,283281,-0.12974,0.55161,RP11-673C5.1
ENSG00000201325,3,137236976,137237097,8,2,310578,-0.12976,0.55162,RNA5SP142
ENSG00000165810,5,180467225,180488523,91,25,328811,-0.12981,0.55164,BTNL9
ENSG00000226688,10,97512963,97849995,75,19,341382,-0.12982,0.55164,ENTPD1-AS1
ENSG00000207330,13,28402900,28403006,136,22,329469,-0.12984,0.55166,RNU6-73P
ENSG00000233055,9,104263925,104264167,12,3,307940,-0.13,0.55172,RP11-490D19.8
ENSG00000255036,9,100000779,100139569,45,7,332361,-0.13,0.55172,RP11-23J9.4
ENSG00000255872,9,37588410,38068684,7,3,352333,-0.13006,0.55174,RP11-613M10.9
ENSG00000207399,8,104397189,104397295,8,3,355968,-0.13012,0.55176,RNU6-1011P
ENSG00000266289,8,104395306,104396082,8,3,355968,-0.13012,0.55176,RP11-1C8.6
ENSG00000249926,12,132147141,132149249,6,3,287973,-0.13014,0.55177,RP11-495K9.6
ENSG00000273262,10,104242796,104243316,5,2,357048,-0.13018,0.55179,RP11-18I14.11
ENSG00000226510,19,36158850,36164193,11,4,350297,-0.13028,0.55183,UPK1A-AS1
ENSG00000170482,5,138702885,138718989,53,10,210652,-0.13032,0.55184,SLC23A1
ENSG00000207441,16,62221444,62221550,31,12,310078,-0.13039,0.55187,RNU6-21P
ENSG00000241157,17,58322649,58323008,6,2,294053,-0.13043,0.55189,RP11-3K24.1
ENSG00000263360,16,82878060,82878358,28,6,311867,-0.13044,0.55189,RN7SL134P
ENSG00000254585,15,23888691,23892988,48,9,324286,-0.13051,0.55192,MAGEL2
ENSG00000267612,19,9841529,9842619,37,8,334564,-0.13055,0.55193,CTD-3116E22.7
ENSG00000261064,15,32828248,32879814,192,38,331344,-0.13066,0.55198,RP11-1000B6.3
ENSG00000115241,2,27604061,27632554,96,25,310818,-0.13072,0.552,PPM1G
ENSG00000212067,18,8227101,8227183,1,1,356964,-0.13072,0.552,AP005227.1
ENSG00000157017,3,10327359,10334631,43,14,315138,-0.13081,0.55204,GHRL
ENSG00000201439,12,25557222,25557362,82,20,338902,-0.13092,0.55208,RNU4-67P
ENSG00000113580,5,142657496,142815077,553,82,317249,-0.13099,0.55211,NR3C1
ENSG00000200701,2,85432049,85432155,25,9,341815,-0.13103,0.55212,RNU6-674P
ENSG00000226649,2,3160527,3161568,34,11,336382,-0.13102,0.55212,AC019118.4
ENSG00000258120,12,53026650,53028240,10,2,356162,-0.13101,0.55212,KRT128P
ENSG00000264357,7,2566708,2566779,8,4,257348,-0.13114,0.55217,MIR4648
ENSG00000273123,3,123434698,123435246,11,4,321513,-0.13118,0.55218,RP11-9N20.3
ENSG00000279707,18,45393210,45393738,8,3,347579,-0.1312,0.55219,NA
ENSG00000170153,4,141780961,142134031,334,48,322918,-0.13125,0.55221,RNF150
ENSG00000200755,1,173938456,173938574,3,2,238678,-0.13124,0.55221,RNA5SP68
ENSG00000213048,2,241048519,241049469,32,4,353571,-0.13139,0.55227,OR5S1P
ENSG00000236173,6,170209414,170210198,175,50,320373,-0.13139,0.55227,RP1-182D15.2
ENSG00000130703,20,60813541,60871269,156,33,328474,-0.13154,0.55232,OSBPL2
ENSG00000230165,10,116005833,116006473,13,2,351306,-0.13152,0.55232,CTB-1144G6.5
ENSG00000219491,8,36746000,36746825,19,8,280506,-0.13161,0.55235,TPT1P8
ENSG00000230757,3,39685129,39686196,5,2,328671,-0.13161,0.55236,NFU1P1
ENSG00000226989,22,43249409,43249805,114,22,331997,-0.13164,0.55237,AL049758.2
ENSG00000252802,1,26920431,26920532,3,1,255756,-0.13168,0.55238,Y_RNA
ENSG00000260798,16,68848233,68857429,12,5,305454,-0.13168,0.55238,RP11-354M1.2
ENSG00000149635,20,45169585,45179213,45,13,325909,-0.13171,0.55239,OCSTAMP
ENSG00000230801,20,30396306,30396552,18,7,312252,-0.13179,0.55242,RP11-243J16.8
ENSG00000257221,12,109022463,109035094,16,8,304730,-0.13188,0.55246,RP11-689B22.2
ENSG00000283436,2,157511736,157552171,24,10,338250,-0.13189,0.55247,NA
ENSG00000270435,11,6318419,6319836,13,7,295737,-0.13193,0.55248,RP11-304C12.4
ENSG00000188566,9,140100147,140111461,8,3,261644,-0.13195,0.55249,NDOR1
ENSG00000203441,13,100151981,100153306,5,3,283745,-0.13198,0.5525,LINC00449
ENSG00000270336,4,168663030,168663438,10,2,354683,-0.13199,0.5525,RP11-521F1.1
ENSG00000111644,12,6747241,6756626,52,15,332190,-0.13201,0.55251,ACRBP
ENSG00000142039,19,41816094,41830788,115,25,299335,-0.13199,0.55251,CCDC97
ENSG00000258648,14,31152251,31152804,48,11,316420,-0.13209,0.55254,UBE2CP1
ENSG00000254990,11,111639392,111649074,18,5,242200,-0.13212,0.55256,RP11-108O10.2
ENSG00000225043,21,47840467,47840948,16,4,356392,-0.13219,0.55258,RPL18AP2
ENSG00000201609,1,19837087,19837227,13,3,356953,-0.13232,0.55263,RNU4-28P
ENSG00000240005,4,26861428,26862221,9,4,283549,-0.13232,0.55263,RP11-293A21.1
ENSG00000054267,1,235330210,235491534,241,43,333261,-0.13238,0.55266,ARID4B
ENSG00000266114,17,10695376,10698302,9,3,310504,-0.13244,0.55268,RP11-963H4.5
ENSG00000230445,10,27535279,27548384,37,8,343198,-0.13254,0.55272,LRRC37A6P
ENSG00000221699,17,32201337,32201477,47,16,317805,-0.13256,0.55273,AC024610.1
ENSG00000268685,19,22545391,22545627,21,6,345857,-0.13265,0.55276,CTB-31C7.3
ENSG00000174948,3,154055461,154147504,80,9,342736,-0.1327,0.55279,GPR149
ENSG00000102524,13,108921977,108960832,292,67,319769,-0.13273,0.5528,TNFSF13B
ENSG00000188662,17,48248789,48258539,16,7,342354,-0.13274,0.5528,HILS1
ENSG00000264208,1,54519752,54519827,1,1,355498,-0.13274,0.5528,MIR4781
ENSG00000237783,1,165550850,165551713,18,7,347654,-0.13276,0.55281,RP11-306I1.1
ENSG00000123095,12,26272959,26278060,373,61,337920,-0.13291,0.55287,BHLHE41
ENSG00000121289,19,33366831,33462897,239,47,325657,-0.13299,0.5529,CEP89
ENSG00000252364,12,42052478,42052595,29,10,311385,-0.133,0.5529,RNA5SP360
ENSG00000233016,9,139615818,139622636,74,17,328372,-0.13302,0.55291,SNHG7
ENSG00000087128,4,69313167,69363322,483,31,336629,-0.13306,0.55293,TMPRSS11E
ENSG00000231238,13,19114637,19124837,162,30,311018,-0.13306,0.55293,LINC00349
ENSG00000174844,3,57327727,57530071,688,92,330937,-0.13311,0.55295,DNAH12
ENSG00000250735,4,76326405,76348233,90,20,292775,-0.13321,0.55299,RP11-567N4.3
ENSG00000030066,11,47799639,47870107,146,25,326907,-0.1333,0.55302,NUP160
ENSG00000260669,14,24678852,24685193,14,8,317436,-0.13331,0.55302,AL136419.6
ENSG00000243546,14,68702962,68703256,69,15,319643,-0.13347,0.55309,RN7SL108P
ENSG00000223777,2,177674154,177674587,12,4,326273,-0.13351,0.5531,AC092162.2
ENSG00000249994,5,4033826,4041877,14,4,326186,-0.13372,0.55319,CTD-2383I20.1
ENSG00000253545,14,107042360,107042810,13,4,255581,-0.13373,0.55319,IGHV3-52
ENSG00000155850,5,149340300,149366968,132,37,317881,-0.13376,0.5532,SLC26A2
ENSG00000267752,18,21252217,21252712,6,2,339670,-0.13376,0.5532,RPS10P27
ENSG00000262003,17,812872,814452,28,4,313579,-0.13378,0.55321,RP11-676J12.7
ENSG00000183688,17,289769,295730,64,23,304212,-0.1338,0.55322,FAM101B
ENSG00000207194,1,51048076,51048183,3,2,256005,-0.13379,0.55322,RNU6-1026P
ENSG00000183822,22,37243415,37266483,11,3,347373,-0.13384,0.55323,CTA-833B7.2
ENSG00000238271,9,21455483,21456048,4,2,340832,-0.13382,0.55323,IFNWP19
ENSG00000230865,17,17359741,17360573,8,4,302169,-0.13388,0.55325,TSEN15P1
ENSG00000161016,8,146015154,146017972,42,6,284497,-0.13393,0.55327,RPL8
ENSG00000239129,17,28210024,28210127,7,1,356115,-0.13394,0.55327,snoU13
ENSG00000231922,14,54383988,54384471,9,3,346666,-0.13397,0.55329,AL138479.3
ENSG00000220988,19,51305585,51305675,14,5,349343,-0.13404,0.55331,SNORD88C
ENSG00000242419,5,140864564,140892546,11,5,355944,-0.13403,0.55331,PCDHGC4
ENSG00000187616,9,136379708,136390068,100,33,319334,-0.13414,0.55335,TMEM8C
ENSG00000283347,13,114940960,114981310,16,3,320510,-0.13412,0.55335,NA
ENSG00000267241,19,15774916,15780636,28,6,304473,-0.13419,0.55337,CYP4F10P
ENSG00000266052,13,88270920,88270995,10,4,298720,-0.13421,0.55338,MIR4500
ENSG00000183785,22,18593453,18614498,10,4,226303,-0.13422,0.55339,TUBA8
ENSG00000279071,12,125022390,125024223,19,5,330179,-0.13429,0.55342,NA
ENSG00000278356,12,2994985,2995495,10,2,347984,-0.13436,0.55344,NA
ENSG00000238109,7,98596161,98597553,6,2,356938,-0.13456,0.55352,AC004893.10
ENSG00000171931,17,18647337,18682662,102,19,247857,-0.1346,0.55353,FBXW10
ENSG00000181950,11,55234247,55235188,23,3,303536,-0.13469,0.55357,OR4A13P
ENSG00000204227,6,33176272,33180499,11,5,290037,-0.13468,0.55357,RING1
ENSG00000249244,4,120312986,120316490,277,51,337818,-0.13475,0.55359,RP11-548H18.2
ENSG00000242807,11,92785561,92785993,8,4,339888,-0.13477,0.5536,RPL26P31
ENSG00000254995,20,57226490,57290466,14,6,307652,-0.13477,0.5536,STX16-NPEPL1
ENSG00000271869,8,30013346,30013748,6,3,339092,-0.13481,0.55362,RP11-51J9.5
ENSG00000242421,2,97766321,97766609,2,1,356822,-0.13483,0.55363,RN7SL313P
ENSG00000236318,7,17414491,17506880,36,9,341276,-0.13492,0.55366,AC019117.1
ENSG00000265995,18,69557645,69611813,5,1,354841,-0.13492,0.55366,RP11-736G13.1
ENSG00000242735,2,62373548,62374288,6,3,353804,-0.13495,0.55368,AC018462.3
ENSG00000264650,1,45499641,45499692,1,1,357032,-0.13502,0.5537,AL359473.1
ENSG00000170788,10,82095861,82116509,22,7,326102,-0.13505,0.55372,DYDC1
ENSG00000266654,17,80117932,80118328,33,2,335062,-0.13513,0.55375,RP11-1376P16.1
ENSG00000165733,10,43278249,43330385,299,58,329913,-0.13523,0.55378,BMS1
ENSG00000250978,5,66759637,66771420,135,20,294874,-0.13525,0.55379,RP11-357D18.1
ENSG00000137210,6,10747992,10760007,31,9,324289,-0.13532,0.55382,TMEM14B
ENSG00000115263,2,162999383,163008914,7,2,289313,-0.13552,0.5539,GCG
ENSG00000209480,22,39709824,39709916,7,3,314015,-0.13565,0.55395,SNORD83B
ENSG00000200872,18,46001858,46001971,229,40,312609,-0.13569,0.55397,RNA5SP456
ENSG00000249426,5,118096169,118121154,16,6,297625,-0.13572,0.55398,CTC-448D22.1
ENSG00000265419,6,93354459,93354526,93,23,300937,-0.13573,0.55398,AL359987.1
ENSG00000234658,7,138330416,138331193,9,4,311511,-0.13574,0.55399,AC013429.4
ENSG00000265064,11,72494575,72494637,2,1,355500,-0.13575,0.55399,MIR4692
ENSG00000250580,3,129918551,129918761,135,35,324345,-0.1358,0.55401,RP11-93K22.14
ENSG00000211813,14,22675418,22676025,6,2,355302,-0.13595,0.55407,TRAV34
ENSG00000002726,7,150521715,150558592,48,11,346696,-0.13604,0.5541,AOC1
