GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,Gene.name
ENSG00000251891,15,85933054,85933115,6,3,335901,0.083106,0.46688,RNU7-79P
ENSG00000188641,1,97543299,98386605,61,21,274229,0.083078,0.46689,DPYD
ENSG00000254617,11,89620534,89623159,104,11,340183,0.083059,0.4669,AP000648.3
ENSG00000242488,14,76304500,76305457,11,3,328941,0.08305,0.46691,RP11-270M14.1
ENSG00000175536,11,74202888,74204778,11,2,355726,0.08301,0.46692,LIPT2
ENSG00000228327,1,661265,714006,435,43,301361,0.082985,0.46693,RP11-206L10.2
ENSG00000231702,1,943456,943609,11,4,295359,0.082889,0.46697,RP11-54O7.10
ENSG00000133114,13,45563664,45611804,211,28,334108,0.082872,0.46698,GPALPP1
ENSG00000260895,11,68870961,68876562,100,19,319356,0.082814,0.467,RP11-554A11.7
ENSG00000131626,11,70116806,70230506,143,32,333980,0.082757,0.46702,PPFIA1
ENSG00000233844,6,73340223,73388282,118,21,330637,0.082726,0.46703,KCNQ5-IT1
ENSG00000226835,1,94713422,94800404,100,21,316876,0.082675,0.46706,RP11-148B18.3
ENSG00000168288,2,150426148,150444330,158,35,325180,0.082634,0.46707,MMADHC
ENSG00000222626,5,157403774,157403964,17,4,339061,0.082625,0.46707,RNU2-48P
ENSG00000162769,1,213031597,213072705,42,8,340762,0.082614,0.46708,FLVCR1
ENSG00000275056,16,4889245,4890335,7,2,314322,0.082573,0.4671,NA
ENSG00000187116,19,54818353,54824409,28,9,320869,0.082545,0.46711,LILRA5
ENSG00000111846,6,10492456,10629601,69,17,323963,0.08251,0.46712,GCNT2
ENSG00000164023,4,108745719,108836203,78,16,331626,0.082469,0.46714,SGMS2
ENSG00000148297,9,136205160,136214972,23,8,322389,0.082326,0.46719,MED22
ENSG00000261405,16,33365116,33373402,16,8,286429,0.082315,0.4672,RP11-23E10.4
ENSG00000260009,16,14456966,14464123,24,13,272603,0.082256,0.46722,RP11-65J21.1
ENSG00000259494,15,89002707,89010650,4,2,287431,0.082243,0.46723,MRPL46
ENSG00000186458,20,238377,241737,34,5,326290,0.082222,0.46724,DEFB132
ENSG00000233783,21,27301066,27315001,16,5,332955,0.082187,0.46725,AP001442.2
ENSG00000249831,4,58586201,58590821,229,49,343562,0.082189,0.46725,RP11-4O3.2
ENSG00000254847,11,12559630,12562514,37,9,332211,0.082195,0.46725,RP11-51B23.3
ENSG00000170629,7,102815580,102920857,694,62,322784,0.08212,0.46728,DPY19L2P2
ENSG00000196557,16,1203121,1271772,112,37,292493,0.082097,0.46728,CACNA1H
ENSG00000228132,9,6276640,6276974,15,2,337535,0.082038,0.46731,RP11-279E1.1
ENSG00000235871,2,117575662,117576337,6,1,346753,0.082035,0.46731,AC062016.3
ENSG00000172493,4,87856154,88062206,150,29,342852,0.082018,0.46732,AFF1
ENSG00000214999,17,7982800,7984883,11,5,309220,0.081912,0.46736,AC129492.6
ENSG00000053918,11,2466221,2870339,990,161,297048,0.081863,0.46738,KCNQ1
ENSG00000164961,8,126036502,126104082,20,8,323957,0.081796,0.4674,KIAA0196
ENSG00000230559,2,146951864,146952389,7,3,337801,0.081818,0.4674,RPL17P12
ENSG00000255050,8,144655660,144659567,13,4,330769,0.081757,0.46742,RP11-661A12.9
ENSG00000166183,14,104552016,104581918,904,103,315467,0.081703,0.46744,ASPG
ENSG00000261103,16,83743784,83751503,26,6,356766,0.081553,0.4675,RP11-298D21.3
ENSG00000227258,13,44684587,44814653,181,35,337921,0.081538,0.46751,SMIM2-AS1
ENSG00000273890,12,56403875,56404358,5,2,355442,0.081457,0.46754,NA
ENSG00000266251,18,1176791,1177013,10,3,347892,0.081247,0.46762,COX6CP3
ENSG00000171014,11,123810250,123811344,102,15,346525,0.081181,0.46765,OR4D5
ENSG00000230160,7,44959268,44959928,39,13,307611,0.081077,0.46769,AC004854.5
ENSG00000213598,14,59261372,59261747,66,17,321956,0.081061,0.4677,RP11-112J1.1
ENSG00000229212,15,85748671,85778026,5,2,235507,0.081046,0.4677,RP11-561C5.4
ENSG00000204872,2,73927703,73928467,6,2,305400,0.080917,0.46775,AC092653.5
ENSG00000236076,13,20676840,20677369,38,10,336511,0.080938,0.46775,LINC01072
ENSG00000259736,15,91163239,91260372,79,6,345170,0.08088,0.46777,RP11-387D10.2
ENSG00000123119,8,91803778,91971636,139,14,324602,0.080839,0.46779,NECAB1
ENSG00000166349,11,36589575,36601306,98,15,275874,0.080729,0.46783,RAG1
ENSG00000272057,5,14872441,14872822,9,4,324330,0.080719,0.46783,CTB-40H15.4
ENSG00000201229,3,183169645,183169776,111,19,326960,0.080698,0.46784,SNORA63
ENSG00000240573,3,78136555,78141421,4,2,352037,0.080702,0.46784,RP11-354H21.2
ENSG00000248956,4,78885094,78885665,34,8,333391,0.080673,0.46785,HMGB1P44
ENSG00000225196,1,12280851,12281166,121,29,313819,0.080583,0.46789,RP5-1118D24.2
ENSG00000130222,9,92219928,92221470,832,70,325045,0.080554,0.4679,GADD45G
ENSG00000099810,9,21802542,21937650,168,38,325691,0.080523,0.46791,MTAP
ENSG00000180185,16,1876942,1890208,37,5,354813,0.080456,0.46794,FAHD1
ENSG00000239119,3,73643091,73643153,11,3,356974,0.080456,0.46794,RNU7-119P
ENSG00000261315,15,36909290,36911466,10,3,327345,0.080415,0.46795,LARP4P
ENSG00000248790,3,139185272,139185637,4,2,356921,0.080353,0.46798,RP11-319G6.3
ENSG00000144028,2,96940074,96971253,61,8,294319,0.080327,0.46799,SNRNP200
ENSG00000089327,19,35645633,35660786,33,12,319605,0.080225,0.46803,FXYD5
ENSG00000100376,22,45704863,45737836,29,5,334034,0.08012,0.46807,FAM118A
ENSG00000189171,1,153591275,153600715,9,4,303609,0.080014,0.46811,S100A13
ENSG00000222246,2,232756952,232757008,248,41,327538,0.079991,0.46812,MIR1471
ENSG00000240758,7,128095991,128109251,105,22,348573,0.079948,0.46814,RP11-155G14.6
ENSG00000184984,15,34261089,34359658,97,28,317832,0.07992,0.46815,CHRM5
ENSG00000267470,19,38039816,38078249,29,9,342960,0.079876,0.46817,ZNF571-AS1
ENSG00000272362,1,234780412,234783317,18,6,328668,0.079869,0.46817,RP4-781K5.9
ENSG00000196597,9,99578754,99616770,227,34,323878,0.079789,0.4682,ZNF782
ENSG00000211809,14,22615949,22616587,29,4,337075,0.079791,0.4682,TRAV27
ENSG00000264376,15,62206624,62206875,1,1,357070,0.079795,0.4682,RN7SL613P
ENSG00000185615,16,333152,337215,23,9,261745,0.079759,0.46821,PDIA2
ENSG00000230237,2,79800890,79802719,4,2,355713,0.079721,0.46823,AC010975.2
ENSG00000137411,6,30881982,30894236,29,6,324465,0.079686,0.46824,VARS2
ENSG00000196388,17,4891425,4900905,15,6,331808,0.0797,0.46824,INCA1
ENSG00000251791,2,234197322,234197586,10,4,307592,0.079659,0.46825,SCARNA6
ENSG00000263860,17,28877511,28878207,8,3,309728,0.079616,0.46827,RP11-218M11.3
ENSG00000129422,8,17501304,17658426,496,64,332013,0.079594,0.46828,MTUS1
ENSG00000215520,1,20852482,20853244,142,40,319689,0.079592,0.46828,RPS4XP4
ENSG00000070495,17,74708914,74722881,7,3,335458,0.07957,0.46829,JMJD6
ENSG00000201136,15,43994561,43994668,8,5,235900,0.079559,0.46829,RNU6-353P
ENSG00000283033,17,16764460,16767537,80,16,341829,0.079509,0.46831,NA
ENSG00000251698,17,64635387,64635501,13,3,334676,0.079408,0.46835,RNA5SP445
ENSG00000265154,14,100575756,100575851,7,2,354222,0.079388,0.46836,MIR151B
ENSG00000184414,7,100167754,100168759,5,2,342469,0.079339,0.46838,RP11-44M6.3
ENSG00000232935,10,128811765,128824739,14,5,335595,0.079348,0.46838,RP11-223P11.2
ENSG00000253183,7,139187199,139188558,49,13,322456,0.079255,0.46841,RP4-701O16.5
ENSG00000259819,16,8419866,8426278,18,5,349200,0.079192,0.46844,RP11-568A19.1
ENSG00000272625,18,2920964,2921683,10,5,319821,0.079139,0.46846,RP11-737O24.5
ENSG00000216364,6,16171837,16172262,6,2,352502,0.079109,0.46847,MRPL42P2
ENSG00000270964,15,67833410,67834942,12,4,331204,0.079103,0.46848,RP11-502I4.3
ENSG00000257634,12,55076757,55081218,69,20,330727,0.07906,0.46849,RP11-850F7.7
ENSG00000275186,18,77230120,77230940,14,4,309121,0.078999,0.46852,NA
ENSG00000115592,2,219687106,219696809,35,5,339136,0.078967,0.46853,PRKAG3
ENSG00000223076,13,61187742,61187868,8,3,356788,0.078974,0.46853,RNA5SP31
ENSG00000182580,3,184279572,184300197,50,16,331080,0.078785,0.4686,EPHB3
ENSG00000222102,5,151083850,151084139,6,1,355892,0.078772,0.46861,RN7SKP232
ENSG00000273056,9,7786105,7786688,10,4,315797,0.078585,0.46868,RP11-77E14.2
ENSG00000244026,3,75470703,75484261,198,31,300122,0.078308,0.46879,FAM86DP
ENSG00000104879,19,45809672,45826235,18,7,308241,0.078247,0.46882,CKM
ENSG00000267198,17,43623170,43640596,73,10,314225,0.078226,0.46882,RP11-798G7.6
ENSG00000106540,7,39649316,39649879,9,3,324692,0.078186,0.46884,AC004837.3
ENSG00000276063,14,69621028,69621521,53,12,321146,0.078134,0.46886,NA
ENSG00000251122,5,174350093,174350948,7,2,342282,0.078094,0.46888,NIFKP2
ENSG00000167858,17,6701312,6735080,17,7,345347,0.078069,0.46889,TEKT1
ENSG00000198258,19,9938568,9940791,6,2,333376,0.078063,0.46889,UBL5
ENSG00000256879,12,20514666,20523196,96,9,345232,0.077931,0.46894,RP11-284H19.1
ENSG00000252699,17,37007777,37007912,6,3,353827,0.077664,0.46905,SNORA21
ENSG00000267883,21,47183565,47190005,70,14,288059,0.077653,0.46905,PRED60
ENSG00000115211,2,27587219,27593353,59,9,331311,0.077618,0.46907,EIF2B4
ENSG00000266928,19,28785000,28804407,207,35,338251,0.077521,0.4691,CTB-70G10.1
ENSG00000230968,2,77899341,77900918,827,78,320963,0.077417,0.46915,AC084149.1
ENSG00000261837,16,78568271,78569545,53,5,141049,0.077399,0.46915,RP11-264L1.3
ENSG00000250284,5,136070616,136090375,430,31,330181,0.07723,0.46922,CTB-1I21.1
ENSG00000151005,4,164392245,164394898,5,2,355252,0.077203,0.46923,TKTL2
ENSG00000198787,4,4128386,4129296,481,65,330288,0.077199,0.46923,OR4D12P
ENSG00000206954,17,46166040,46166146,11,4,323197,0.077158,0.46925,RNU6-1201P
ENSG00000156689,11,58601538,58612257,70,8,333539,0.076993,0.46931,GLYATL2
ENSG00000120242,9,21409146,21410184,14,5,314448,0.076962,0.46933,IFNA8
ENSG00000181961,11,55110677,55111663,122,15,335361,0.07691,0.46935,OR4A16
ENSG00000087338,2,70056774,70108528,184,20,330555,0.076862,0.46937,GMCL1
ENSG00000123213,5,65018023,65125111,97,21,312951,0.076859,0.46937,NLN
ENSG00000225850,10,99094321,99102960,5,2,340743,0.076843,0.46937,RP11-452K12.4
ENSG00000183323,5,68576002,68628636,99,18,330250,0.07683,0.46938,CCDC125
ENSG00000178764,8,123793633,123986752,119,40,343658,0.076807,0.46939,ZHX2
ENSG00000049249,1,7975954,8003225,60,17,313847,0.07675,0.46941,TNFRSF9
ENSG00000268272,19,20765890,20766453,46,8,348041,0.076711,0.46943,VN1R78P
ENSG00000164241,5,126378250,126409184,80,15,285758,0.076678,0.46944,C5orf63
ENSG00000215034,3,39255690,39256163,14,5,356086,0.076621,0.46946,DSTNP4
ENSG00000254388,8,124364421,124364883,4,2,279724,0.076617,0.46946,DUTP2
ENSG00000165202,9,125377017,125377961,12,5,308230,0.076529,0.4695,OR1Q1
ENSG00000118972,12,4477393,4488894,65,23,320384,0.076491,0.46951,FGF23
ENSG00000232442,20,62258580,62260177,86,16,323176,0.076492,0.46951,CTD-3184A7.4
ENSG00000279152,17,8092251,8093006,8,4,304385,0.0765,0.46951,NA
ENSG00000224094,3,45201266,45201667,98,6,345718,0.076446,0.46953,RPS24P8
ENSG00000116721,1,12851546,12856777,123,19,322328,0.07642,0.46954,PRAMEF1
ENSG00000128268,22,39853349,39888199,16,5,274959,0.076433,0.46954,MGAT3
ENSG00000196376,6,118228689,118638839,196,44,320824,0.076395,0.46955,SLC35F1
ENSG00000143434,1,151104445,151119140,85,21,327749,0.076386,0.46956,SEMA6C
ENSG00000262668,16,3238212,3274779,46,7,335817,0.076377,0.46956,AJ003147.9
ENSG00000283613,18,51939133,51951002,100,23,347291,0.076387,0.46956,NA
ENSG00000146232,6,44225903,44233525,35,9,283155,0.076351,0.46957,NFKBIE
ENSG00000233308,3,190931080,190952394,10,4,284672,0.076305,0.46959,OSTN-AS1
ENSG00000278000,18,77919635,77920296,1,1,355285,0.076275,0.4696,NA
ENSG00000132382,17,4442192,4458926,47,20,296574,0.076251,0.46961,MYBBP1A
ENSG00000225246,20,32710276,32711096,6,2,344743,0.076219,0.46962,RPS2P1
ENSG00000207788,19,54189723,54189809,5,3,313775,0.076192,0.46963,MIR519C
ENSG00000251751,3,157648281,157648514,4,2,355241,0.076101,0.46967,RN7SKP46
ENSG00000221683,1,79152745,79152845,1,1,357071,0.076024,0.4697,AC104837.1
ENSG00000217767,6,71444206,71444665,10,3,312334,0.075887,0.46975,RP11-160A9.2
ENSG00000267304,19,3672580,3674293,40,15,288713,0.075876,0.46976,AC004637.1
ENSG00000075826,10,102246399,102279591,55,13,311289,0.075782,0.4698,SEC31B
ENSG00000211770,7,142494923,142494975,10,3,289251,0.075762,0.4698,TRBJ2-6
ENSG00000144057,2,107418056,107503564,68,24,331355,0.075712,0.46982,ST6GAL2
ENSG00000251424,4,69699931,69700086,12,4,319220,0.075725,0.46982,RP11-468N14.3
ENSG00000213062,1,169455314,169456224,9,4,353320,0.075707,0.46983,AL021068.1
ENSG00000223528,10,128786359,128824771,25,8,341995,0.075604,0.46987,RP11-223P11.3
ENSG00000197536,5,131746328,131824394,65,11,349254,0.075564,0.46988,C5orf56
ENSG00000137815,15,41709302,41775761,51,14,318383,0.075518,0.4699,RTF1
ENSG00000278934,3,73673561,73676777,18,5,210875,0.075437,0.46993,NA
ENSG00000263945,14,48230198,48230307,5,1,357014,0.075431,0.46994,MIR548Y
ENSG00000163421,3,71820807,71834357,20,5,334362,0.075374,0.46996,PROK2
ENSG00000259191,15,69726805,69727459,3,2,332382,0.075363,0.46996,RP11-253M7.3
ENSG00000262413,17,79825597,79826428,8,2,256517,0.07534,0.46997,RP11-498C9.3
ENSG00000236151,20,24123226,24125022,80,10,318286,0.075326,0.46998,RP5-1100I6.1
ENSG00000167291,17,77906142,78009647,125,35,317251,0.075299,0.46999,TBC1D16
ENSG00000118263,2,207938861,208031970,356,70,325614,0.075253,0.47001,KLF7
ENSG00000276317,20,61282624,61283538,8,4,304539,0.075243,0.47001,NA
ENSG00000240342,12,118683889,118684767,6,2,307349,0.075162,0.47004,RPS2P5
ENSG00000254591,11,127527463,127527772,5,2,342823,0.075179,0.47004,RP11-822P1.1
ENSG00000278052,18,31805894,31806393,4,2,353992,0.075154,0.47005,NA
ENSG00000107099,9,214865,465259,462,89,319832,0.075088,0.47007,DOCK8
ENSG00000202329,1,199983817,199983923,9,2,356488,0.075105,0.47007,RNU6-609P
ENSG00000233919,3,41203778,41210038,26,7,229925,0.075098,0.47007,RP11-372H2.1
ENSG00000198870,9,136243238,136271220,107,22,323329,0.075045,0.47009,C9orf96
ENSG00000241278,3,125567066,125628215,110,35,303339,0.074944,0.47013,ENPP7P4
ENSG00000271600,11,102179288,102179528,9,2,347677,0.074949,0.47013,RP11-864G5.8
ENSG00000275202,13,49549103,49551003,5,2,355447,0.074931,0.47013,NA
ENSG00000131944,19,33463127,33469128,24,8,330976,0.074874,0.47016,C19orf40
ENSG00000258179,12,88214431,88214695,5,2,285839,0.074856,0.47016,RP11-248E9.7
ENSG00000237919,1,70479665,70496905,13,3,356579,0.074785,0.47019,RP11-181B18.1
ENSG00000272160,10,111629616,111629750,2,1,352809,0.074793,0.47019,U4
ENSG00000163157,1,151142463,151148492,1,1,291161,0.074767,0.4702,TMOD4
ENSG00000078319,7,99918615,99939531,291,77,311360,0.074698,0.47023,PMS2P1
ENSG00000189120,17,45922274,45933240,23,7,342783,0.074662,0.47024,SP6
ENSG00000233620,1,216245807,216260259,11,6,313111,0.074657,0.47024,RP11-22M7.2
ENSG00000268949,1,45454377,45457506,23,4,340133,0.074668,0.47024,MRPS17P1
ENSG00000220871,6,90507317,90507596,10,4,318931,0.074593,0.47027,DNAJC19P6
ENSG00000236503,7,135947306,135947765,15,6,351174,0.074575,0.47028,AC009784.4
ENSG00000282527,3,97519577,97540728,105,17,240577,0.074538,0.47029,NA
ENSG00000238468,20,52285236,52285297,13,5,312933,0.07449,0.47031,RNU7-14P
ENSG00000213556,9,111598613,111598877,14,6,350444,0.074436,0.47033,RP11-3J11.1
ENSG00000254563,11,78460295,78467525,7,4,302241,0.074432,0.47033,RP11-673F18.1
ENSG00000283629,14,76598050,76618970,12,3,343755,0.074413,0.47034,NA
ENSG00000188691,11,5988407,5989724,6,3,356640,0.074291,0.47039,RP11-451K18.7
ENSG00000238456,15,46952856,46952958,29,9,334050,0.074282,0.47039,RNU6-1014P
ENSG00000253429,8,95721180,95721472,15,2,356688,0.074278,0.47039,KB-1090H4.2
ENSG00000259036,14,96699768,96700438,60,8,323344,0.074288,0.47039,RP11-404P21.1
ENSG00000224821,13,111108743,111115634,32,4,309823,0.074277,0.4704,COL4A2-AS2
ENSG00000226883,1,60220419,60254854,8,3,355374,0.074234,0.47041,RP4-782L23.2
ENSG00000229798,2,74533855,74535135,4,2,355331,0.074248,0.47041,KRT18P26
ENSG00000261471,16,84627999,84630432,122,22,319506,0.074169,0.47044,RP11-61F12.1
ENSG00000179443,9,35991333,35992282,53,16,321395,0.074028,0.47049,OR13C6P
ENSG00000226669,9,3684076,3689626,89,15,330504,0.073968,0.47052,RP11-509J21.4
ENSG00000146678,7,45927956,45933267,10,3,354302,0.073927,0.47053,IGFBP1
ENSG00000261612,16,4612815,4613129,71,16,335831,0.073857,0.47056,SUB1P3
ENSG00000091136,7,107564248,107643700,24,11,334910,0.073785,0.47059,LAMB1
ENSG00000241881,7,141985579,141988698,5,3,284569,0.073778,0.47059,U66059.58
ENSG00000183828,14,105639276,105647640,9,2,291691,0.073769,0.4706,NUDT14
ENSG00000188681,21,9907194,9968585,2,1,286429,0.073762,0.4706,TEKT4P2
ENSG00000229757,1,168547891,168548677,12,3,312758,0.073773,0.4706,RP4-738P11.4
ENSG00000257622,14,105618531,105647531,9,2,291691,0.073769,0.4706,RP11-44N21.4
ENSG00000211673,22,23222886,23223576,12,5,286429,0.073729,0.47061,IGLV3-1
ENSG00000196312,9,99705195,99775882,204,42,299141,0.073626,0.47065,HIATL2
ENSG00000250411,5,124372524,124377932,7,3,352889,0.07363,0.47065,RP11-257I8.2
ENSG00000252316,7,148660407,148660502,63,27,319713,0.073615,0.47066,RNY4
ENSG00000264007,17,27948635,27949272,3,2,330319,0.073603,0.47066,RP11-68I3.10
ENSG00000227625,1,228322486,228322693,5,3,353918,0.073584,0.47067,RP11-520H14.1
ENSG00000225138,5,473351,480999,58,10,298583,0.073554,0.47068,CTD-2228K2.7
ENSG00000234324,17,15346953,15347505,13,4,326237,0.073553,0.47068,RPL9P2
ENSG00000230054,9,117418584,117420092,44,13,338248,0.073486,0.47071,RP11-402G3.5
ENSG00000141076,16,69166418,69202924,180,34,318380,0.073437,0.47073,CIRH1A
ENSG00000157657,9,116638562,116818871,144,31,302542,0.073438,0.47073,ZNF618
ENSG00000188438,4,9400930,9405291,140,20,300863,0.073432,0.47073,RP11-1396O13.14
ENSG00000188396,1,45271585,45272347,6,3,321514,0.073404,0.47074,TCTEX1D4
ENSG00000176485,11,63340667,63381941,50,15,316824,0.073305,0.47078,PLA2G16
ENSG00000188850,5,43336266,43348818,87,6,289424,0.073262,0.4708,RP11-159F24.2
ENSG00000225519,10,92754377,92766147,6,2,332629,0.073265,0.4708,RP11-236B18.2
ENSG00000165458,11,71935825,71950149,19,5,310172,0.073227,0.47081,INPPL1
ENSG00000206908,6,53084059,53084222,35,10,330237,0.07323,0.47081,RNU1-136P
ENSG00000207130,3,128433414,128433548,54,10,279154,0.073203,0.47082,SNORA24
ENSG00000266665,17,77680985,77681058,16,3,299479,0.073076,0.47087,MIR4739
ENSG00000161654,17,42112003,42144987,44,12,310827,0.073006,0.4709,LSM12
ENSG00000220730,6,76295838,76296177,11,3,354773,0.072878,0.47095,RP11-474L11.3
ENSG00000218754,3,96338148,96338675,45,12,288152,0.072836,0.47097,RPL18AP8
ENSG00000253983,8,75111631,75120676,17,3,338389,0.072821,0.47097,RP1-16A9.1
ENSG00000266771,17,26002920,26003023,12,3,330663,0.072837,0.47097,RP11-19P22.10
ENSG00000274159,2,32773742,32774107,4,2,281570,0.072808,0.47098,NA
ENSG00000202496,1,149605917,149606079,43,8,317632,0.072785,0.47099,RNVU1-20
ENSG00000272327,8,32623643,32625477,5,2,241680,0.072783,0.47099,RP11-1002K11.1
ENSG00000257803,12,100972522,100973975,13,3,328912,0.07265,0.47104,RP11-575G13.2
ENSG00000137073,9,33921691,34048947,25,7,347860,0.072621,0.47105,UBAP2
ENSG00000086159,12,50361022,50370922,75,15,306424,0.072599,0.47106,AQP6
ENSG00000232658,2,194121208,194122482,2,1,177116,0.072573,0.47107,AC092638.1
ENSG00000250375,4,59912738,59940974,19,2,341012,0.072586,0.47107,RP11-340A13.3
ENSG00000278035,20,34821773,34822219,8,3,345881,0.072576,0.47107,NA
ENSG00000027075,14,61788435,62017694,476,65,311381,0.072563,0.47108,PRKCH
ENSG00000270800,6,34252664,34393848,46,6,334736,0.07255,0.47108,RPS10-NUDT3
ENSG00000233307,2,110490308,110490713,173,31,331057,0.072499,0.4711,AC109815.2
ENSG00000214425,17,43584107,43627701,265,6,345548,0.072474,0.47111,LRRC37A4P
ENSG00000272675,22,18036250,18037847,6,2,247742,0.072489,0.47111,AC004019.18
ENSG00000107968,10,30722866,30750762,20,4,278487,0.072382,0.47115,MAP3K8
ENSG00000108559,17,5289346,5323480,22,3,328470,0.072331,0.47117,NUP88
ENSG00000161132,22,20287283,20300739,23,9,329808,0.072167,0.47123,XXbac-B444P24.10
ENSG00000248359,5,67827517,67829357,8,2,343720,0.072173,0.47123,CTC-537E7.2
ENSG00000211966,14,107034729,107035221,11,4,290991,0.07216,0.47124,IGHV5-51
ENSG00000225616,1,29308790,29309120,5,2,342936,0.072131,0.47125,RP4-604A21.1
ENSG00000250808,5,5396085,5396448,11,4,353658,0.072024,0.47129,RP11-531A21.4
ENSG00000106341,7,31726329,31748069,80,24,314586,0.071997,0.4713,PPP1R17
ENSG00000235570,6,28616063,28616843,43,13,259802,0.071918,0.47133,LINC00533
ENSG00000251297,4,190903678,190906026,11,3,309253,0.071831,0.47137,TUBB7P
ENSG00000232835,2,5689912,5696163,6,4,325988,0.07175,0.4714,AC107057.1
ENSG00000242152,3,155149018,155151187,9,3,277977,0.071745,0.4714,RP11-639F1.3
ENSG00000225904,1,176336835,176337537,28,8,289626,0.071665,0.47143,MORF4L1P7
ENSG00000229853,20,46259010,46260182,5,2,298738,0.071682,0.47143,RP5-1049G16.4
ENSG00000235858,10,82093527,82094182,6,3,353317,0.071683,0.47143,RP11-36D19.8
ENSG00000167600,19,41698954,41713444,19,9,303215,0.071638,0.47144,CYP2S1
ENSG00000170113,15,23043277,23100005,85,28,285606,0.071645,0.47144,NIPA1
ENSG00000165275,9,37753800,37778969,120,39,303669,0.071623,0.47145,TRMT10B
ENSG00000187980,1,20487746,20503917,57,15,338844,0.071631,0.47145,PLA2G2C
ENSG00000200741,4,56963556,56963670,150,28,330263,0.071631,0.47145,RNA5SP161
ENSG00000104450,8,101170134,101254131,14,2,315760,0.071562,0.47148,SPAG1
ENSG00000129595,5,111498315,111755013,693,66,276251,0.07153,0.47149,EPB41L4A
ENSG00000228983,17,19483256,19499371,34,9,313640,0.071537,0.47149,AC025627.7
ENSG00000222210,12,58371748,58372060,6,1,356145,0.071508,0.4715,RN7SKP65
ENSG00000270699,2,100993883,100993994,4,2,254409,0.071505,0.4715,RP11-292K15.1
ENSG00000224695,2,83044662,83045185,10,3,357044,0.071446,0.47152,MTND6P7
ENSG00000178038,3,46710679,46735191,172,20,334963,0.071355,0.47156,ALS2CL
ENSG00000224095,2,103583866,103600887,7,2,345246,0.071343,0.47156,AC108051.1
ENSG00000224237,3,27256307,27256509,12,4,325777,0.071314,0.47157,MINOS1P3
ENSG00000267313,18,39045747,39212149,33,11,304773,0.071288,0.47158,RP11-142I20.1
ENSG00000204501,1,13421176,13428191,24,5,140352,0.071245,0.4716,PRAMEF9
ENSG00000235201,9,121502841,121507590,16,2,352160,0.071218,0.47161,RP11-127L21.1
ENSG00000260145,16,57086417,57092409,14,4,347552,0.071193,0.47162,RP11-322D14.2
ENSG00000261469,16,68270748,68271570,4,2,325870,0.07112,0.47165,RP11-96D1.6
ENSG00000096654,6,27418522,27440897,65,4,345143,0.071069,0.47167,ZNF184
ENSG00000227002,1,223831812,223832085,44,11,320876,0.071014,0.47169,SNRPEP10
ENSG00000106290,7,99704693,99717464,76,18,317918,0.071007,0.4717,TAF6
ENSG00000124275,5,7869217,7901237,66,11,344761,0.070912,0.47173,MTRR
ENSG00000222806,6,153741573,153741707,6,3,286440,0.070934,0.47173,RNA5SP225
ENSG00000242936,4,96566103,96566444,23,3,328237,0.070908,0.47174,RPL30P6
ENSG00000260027,17,46684589,46688382,10,5,292131,0.070851,0.47176,HOXB7
ENSG00000157837,12,121200313,121342174,141,16,341665,0.070773,0.47179,SPPL3
ENSG00000199318,1,87918923,87919056,78,18,343418,0.070763,0.47179,RNA5SP52
ENSG00000275993,21,44834402,44847008,8,4,229980,0.070721,0.47181,NA
ENSG00000226968,13,33451569,33485788,12,4,320117,0.070588,0.47186,LINC00423
ENSG00000221031,11,5245678,5245869,128,14,342071,0.070516,0.47189,CoTC_ribozyme
ENSG00000248553,11,5572892,5573793,26,3,355879,0.07047,0.47191,OR52H2P
ENSG00000199782,15,25430778,25430859,13,5,330454,0.070392,0.47194,SNORD115-9
ENSG00000233415,20,38660227,38672531,11,4,348381,0.070361,0.47195,RP11-101E14.3
ENSG00000234927,7,120690981,120691257,6,3,342461,0.070343,0.47196,HMGN1P18
ENSG00000253276,7,106297211,106301442,96,18,338680,0.070275,0.47199,CCDC71L
ENSG00000199792,3,175115036,175115137,8,3,347553,0.070225,0.47201,RNU6-1233P
ENSG00000262372,17,44112679,44113136,11,1,357069,0.070137,0.47204,RP11-669E14.6
ENSG00000161558,19,48835613,48867494,67,17,278663,0.07011,0.47205,TMEM143
ENSG00000180979,15,42830018,42841000,32,13,274926,0.070125,0.47205,LRRC57
ENSG00000003137,2,72356367,72375167,453,85,318609,0.070064,0.47207,CYP26B1
ENSG00000080293,2,120197419,120282070,76,18,314047,0.070055,0.47207,SCTR
ENSG00000226013,1,216374977,216375168,7,4,301372,0.070037,0.47208,MRPS18BP1
ENSG00000249693,4,57396775,57469673,146,42,316522,0.069726,0.47221,THEGL
ENSG00000248521,4,151343797,151344794,12,4,350036,0.069693,0.47222,RP11-174F8.1
ENSG00000116459,1,111991558,112005395,25,8,312099,0.069614,0.47225,ATP5F1
ENSG00000143862,1,202102532,202113871,58,18,304406,0.069531,0.47228,ARL8A
ENSG00000230196,7,81240200,81240642,10,4,313252,0.069542,0.47228,AC010091.4
ENSG00000188452,2,182401403,182521834,32,13,344047,0.069497,0.4723,CERKL
ENSG00000249708,4,152808695,152812415,84,21,336372,0.0695,0.4723,RP11-503L23.1
ENSG00000277661,6,29003798,29044301,141,25,293564,0.069452,0.47231,NA
ENSG00000239649,2,33947788,33953274,66,18,303350,0.069446,0.47232,MYADML
